app_id,name,visual_style,genre,release_year,positive_pct,owners_estimate,total_reviews,price_usd,is_free
200328,IndieGame_0328,Realistic,Simulation,2020,71.0,396530,12277,7.99,0
200329,IndieGame_0329,Pixel Art,Action,2018,75.4,56328,1109,2.99,0
200330,IndieGame_0330,Voxel,Horror,2019,77.8,53069,1286,7.99,0
200331,IndieGame_0331,Low Poly,Adventure,2023,72.0,31481,1109,14.99,0
200332,IndieGame_0332,Low Poly,Roguelike,2015,71.7,21006,768,12.99,0
200333,IndieGame_0333,Realistic,Roguelike,2017,77.3,22304,1121,0.0,1
200334,IndieGame_0334,Cartoon,Horror,2016,79.4,43912,2176,9.99,0
200335,IndieGame_0335,Minimalist,Action,2016,83.2,100058,3909,9.99,0
200336,IndieGame_0336,Pixel Art,Roguelike,2024,82.7,1424451,69854,14.99,0
200337,IndieGame_0337,Hand-Drawn,RPG,2022,66.6,30490,597,0.99,0
200338,IndieGame_0338,Psychedelic,Roguelike,2020,80.6,24262,303,9.99,0
200339,IndieGame_0339,Pixel Art,Puzzle,2016,84.1,78799,4230,14.99,0
200340,IndieGame_0340,Hand-Drawn,Action,2021,71.8,115772,1595,7.99,0
200341,IndieGame_0341,Hand-Drawn,Horror,2020,79.6,98783,2206,7.99,0
200342,IndieGame_0342,Hand-Drawn,Horror,2017,81.6,336157,15048,0.0,1
200343,IndieGame_0343,Low Poly,Roguelike,2020,73.7,3154,96,4.99,0
200344,IndieGame_0344,Psychedelic,Action,2020,76.3,2280,122,4.99,0
200345,IndieGame_0345,Pixel Art,Adventure,2022,92.3,46880,1167,14.99,0
200346,IndieGame_0346,Pixel Art,RPG,2022,88.8,317161,3359,4.99,0
200347,IndieGame_0347,Pixel Art,Horror,2016,64.9,12986,325,7.99,0
200348,IndieGame_0348,Cartoon,Action,2020,82.2,2111,82,9.99,0
200349,IndieGame_0349,Minimalist,Horror,2022,93.3,128998,3714,2.99,0
200350,IndieGame_0350,Pixel Art,Horror,2021,81.9,113868,4183,7.99,0
200351,IndieGame_0351,Cartoon,Puzzle,2024,86.9,21082,1134,12.99,0
200352,IndieGame_0352,Cartoon,Roguelike,2022,96.1,23904,1329,14.99,0
200353,IndieGame_0353,Cartoon,Puzzle,2017,86.2,24361,567,9.99,0
200354,IndieGame_0354,Psychedelic,Roguelike,2016,75.5,45673,1512,9.99,0
200355,IndieGame_0355,Pixel Art,Horror,2022,88.5,40087,1501,0.99,0
200356,IndieGame_0356,Realistic,Action,2015,71.4,81413,4677,14.99,0
200357,IndieGame_0357,Hand-Drawn,Simulation,2021,82.2,2342,140,2.99,0
200358,IndieGame_0358,Cartoon,Roguelike,2024,72.5,27896,607,12.99,0
200359,IndieGame_0359,Realistic,Simulation,2021,85.6,11651,540,4.99,0
200360,IndieGame_0360,Realistic,RPG,2020,61.8,33084,956,14.99,0
200361,IndieGame_0361,Minimalist,Puzzle,2022,95.3,34080,354,9.99,0
200362,IndieGame_0362,Pixel Art,Simulation,2020,83.0,221420,2316,12.99,0
200363,IndieGame_0363,Low Poly,Puzzle,2021,61.0,6229,205,2.99,0
200364,IndieGame_0364,Voxel,Roguelike,2024,74.7,40132,1381,7.99,0
200365,IndieGame_0365,Psychedelic,Roguelike,2020,52.0,78169,869,9.99,0
200366,IndieGame_0366,Pixel Art,RPG,2025,84.3,788891,34984,12.99,0
200367,IndieGame_0367,Pixel Art,Roguelike,2024,86.9,47680,1177,0.99,0
200368,IndieGame_0368,Pixel Art,Horror,2018,72.1,125461,4766,19.99,0
200369,IndieGame_0369,Realistic,RPG,2016,71.2,5165,129,14.99,0
200370,IndieGame_0370,Cartoon,Simulation,2017,95.5,4420,81,4.99,0
200371,IndieGame_0371,Pixel Art,Roguelike,2015,72.9,234248,7111,12.99,0
200372,IndieGame_0372,Low Poly,Action,2016,64.4,57614,1245,7.99,0
200373,IndieGame_0373,Cartoon,Platformer,2022,90.8,320834,11787,7.99,0
200374,IndieGame_0374,Realistic,Adventure,2016,89.6,8658,172,4.99,0
200375,IndieGame_0375,Low Poly,Horror,2019,75.0,108237,3833,9.99,0
200376,IndieGame_0376,Low Poly,Platformer,2024,85.1,546221,9760,9.99,0
200377,IndieGame_0377,Low Poly,Platformer,2015,88.4,95975,4179,7.99,0
200378,IndieGame_0378,Pixel Art,Puzzle,2023,70.6,118456,5649,9.99,0
200379,IndieGame_0379,Low Poly,Horror,2019,70.1,58598,909,9.99,0
200380,IndieGame_0380,Minimalist,Horror,2017,92.3,9868,329,9.99,0
200381,IndieGame_0381,Cartoon,RPG,2022,92.9,396785,5373,0.0,1
200382,IndieGame_0382,Minimalist,Puzzle,2022,85.6,31229,1246,14.99,0
200383,IndieGame_0383,Realistic,Simulation,2024,61.2,82437,1914,7.99,0
200384,IndieGame_0384,Pixel Art,Adventure,2023,97.9,13026,473,4.99,0
200385,IndieGame_0385,Hand-Drawn,Simulation,2023,76.7,17484,627,4.99,0
200386,IndieGame_0386,Pixel Art,Action,2019,74.6,475685,26741,7.99,0
200387,IndieGame_0387,Pixel Art,Adventure,2017,81.4,56030,2098,14.99,0
200388,IndieGame_0388,Realistic,Puzzle,2023,85.5,257390,10076,4.99,0
200389,IndieGame_0389,Voxel,Roguelike,2023,79.5,34595,1040,12.99,0
200390,IndieGame_0390,Pixel Art,Roguelike,2025,82.1,9321,535,0.99,0
200391,IndieGame_0391,Hand-Drawn,Puzzle,2020,86.6,210008,10260,7.99,0
200392,IndieGame_0392,Cartoon,Simulation,2020,76.4,38429,932,19.99,0
200393,IndieGame_0393,Pixel Art,Puzzle,2023,83.6,196581,10263,12.99,0
200394,IndieGame_0394,Low Poly,Puzzle,2019,49.7,59781,1890,2.99,0
200395,IndieGame_0395,Realistic,Platformer,2024,67.0,7063,363,7.99,0
200396,IndieGame_0396,Low Poly,Action,2024,77.4,70640,3612,4.99,0
200397,IndieGame_0397,Pixel Art,Horror,2020,66.5,1185736,23054,7.99,0
200398,IndieGame_0398,Hand-Drawn,Roguelike,2023,85.9,130093,5861,12.99,0
200399,IndieGame_0399,Realistic,Platformer,2023,68.0,41998,1030,12.99,0
200400,IndieGame_0400,Low Poly,Puzzle,2017,92.6,210788,5243,2.99,0
200401,IndieGame_0401,Pixel Art,RPG,2024,93.7,109448,2716,14.99,0
200402,IndieGame_0402,Realistic,Platformer,2021,65.3,57864,2677,9.99,0
200403,IndieGame_0403,Pixel Art,Puzzle,2023,76.5,22935,492,4.99,0
200404,IndieGame_0404,Realistic,Roguelike,2019,69.3,59577,598,7.99,0
200405,IndieGame_0405,Pixel Art,Horror,2024,73.5,294471,13475,9.99,0
200406,IndieGame_0406,Voxel,Puzzle,2020,73.0,13933,258,9.99,0
200407,IndieGame_0407,Hand-Drawn,Action,2015,74.4,397844,6056,7.99,0
200408,IndieGame_0408,Hand-Drawn,Simulation,2024,70.7,64497,1410,7.99,0
200409,IndieGame_0409,Pixel Art,Adventure,2016,84.2,29292,849,2.99,0
200410,IndieGame_0410,Pixel Art,Platformer,2019,84.3,281409,9510,12.99,0
200411,IndieGame_0411,Cartoon,Platformer,2025,68.0,55287,676,9.99,0
200412,IndieGame_0412,Voxel,Platformer,2025,80.0,94538,5533,2.99,0
200413,IndieGame_0413,Hand-Drawn,Puzzle,2021,75.7,50731,2323,12.99,0
200414,IndieGame_0414,Hand-Drawn,Horror,2022,84.5,67012,1753,14.99,0
200415,IndieGame_0415,Realistic,Action,2020,78.2,81364,2110,14.99,0
200416,IndieGame_0416,Cartoon,Horror,2019,75.7,110585,3585,4.99,0
200417,IndieGame_0417,Low Poly,Puzzle,2019,79.5,5289,218,2.99,0
200418,IndieGame_0418,Hand-Drawn,Puzzle,2022,76.8,18749,324,7.99,0
200419,IndieGame_0419,Hand-Drawn,Simulation,2023,80.0,219633,4271,0.99,0
200420,IndieGame_0420,Minimalist,RPG,2023,77.9,55468,2938,14.99,0
200421,IndieGame_0421,Pixel Art,Action,2023,70.5,45339,1034,2.99,0
200422,IndieGame_0422,Low Poly,Platformer,2016,73.2,11360,329,4.99,0
200423,IndieGame_0423,Hand-Drawn,Adventure,2021,66.5,19707,1055,7.99,0
200424,IndieGame_0424,Realistic,Platformer,2016,65.1,3976,171,7.99,0
200425,IndieGame_0425,Pixel Art,Horror,2021,75.2,75272,2038,12.99,0
200426,IndieGame_0426,Low Poly,Puzzle,2020,72.4,28284,1249,7.99,0
200427,IndieGame_0427,Hand-Drawn,Action,2024,79.6,22573,247,2.99,0
200428,IndieGame_0428,Minimalist,Roguelike,2019,79.4,59897,2802,4.99,0
200429,IndieGame_0429,Pixel Art,Action,2017,82.8,131553,4518,7.99,0
200430,IndieGame_0430,Low Poly,Action,2017,83.7,714998,36221,2.99,0
200431,IndieGame_0431,Low Poly,RPG,2023,68.5,9451,545,9.99,0
200432,IndieGame_0432,Low Poly,Platformer,2022,63.0,233154,13124,9.99,0
200433,IndieGame_0433,Low Poly,RPG,2017,64.6,186450,10341,9.99,0
200434,IndieGame_0434,Minimalist,Roguelike,2016,75.1,25520,908,14.99,0
200435,IndieGame_0435,Cartoon,Roguelike,2022,72.5,99543,2787,14.99,0
200436,IndieGame_0436,Pixel Art,Simulation,2016,70.3,49081,1632,14.99,0
200437,IndieGame_0437,Cartoon,Horror,2023,63.0,97469,4336,4.99,0
200438,IndieGame_0438,Hand-Drawn,Adventure,2022,77.4,440373,23868,2.99,0
200439,IndieGame_0439,Pixel Art,Simulation,2016,79.8,175805,3577,4.99,0
200440,IndieGame_0440,Pixel Art,Puzzle,2016,84.0,156488,8749,14.99,0
200441,IndieGame_0441,Hand-Drawn,RPG,2025,76.4,42961,2180,19.99,0
200442,IndieGame_0442,Realistic,RPG,2020,65.9,7582,446,14.99,0
200443,IndieGame_0443,Minimalist,Simulation,2020,70.7,50613,2733,0.99,0
200444,IndieGame_0444,Realistic,Puzzle,2023,69.7,191443,4594,14.99,0
200445,IndieGame_0445,Low Poly,Action,2024,66.5,9279,141,7.99,0
200446,IndieGame_0446,Hand-Drawn,Puzzle,2025,87.7,20298,316,0.0,1
200447,IndieGame_0447,Pixel Art,Platformer,2023,60.1,98906,2429,7.99,0
200448,IndieGame_0448,Hand-Drawn,Simulation,2020,78.4,22089,899,0.0,1
200449,IndieGame_0449,Hand-Drawn,Horror,2016,85.0,27816,1396,9.99,0
200450,IndieGame_0450,Pixel Art,Puzzle,2023,79.8,51128,2810,4.99,0
200451,IndieGame_0451,Pixel Art,Action,2021,100.0,16509,679,7.99,0
200452,IndieGame_0452,Low Poly,Puzzle,2020,78.5,18020,185,9.99,0
200453,IndieGame_0453,Realistic,RPG,2024,60.0,104666,2021,14.99,0
200454,IndieGame_0454,Voxel,Adventure,2017,70.0,7914,118,9.99,0
200455,IndieGame_0455,Psychedelic,RPG,2021,55.2,5879,165,7.99,0
200456,IndieGame_0456,Minimalist,Horror,2015,79.2,30519,1070,12.99,0
200457,IndieGame_0457,Hand-Drawn,Roguelike,2020,73.7,173298,2109,14.99,0
200458,IndieGame_0458,Minimalist,Adventure,2016,89.2,51320,1407,0.99,0
200459,IndieGame_0459,Realistic,Roguelike,2017,64.5,25768,488,9.99,0
200460,IndieGame_0460,Pixel Art,Puzzle,2017,76.8,89647,3796,4.99,0
200461,IndieGame_0461,Hand-Drawn,Platformer,2022,75.6,8862,294,0.0,1
200462,IndieGame_0462,Cartoon,Horror,2023,93.4,141225,4909,9.99,0
200463,IndieGame_0463,Hand-Drawn,Puzzle,2021,78.8,114067,3579,14.99,0
200464,IndieGame_0464,Low Poly,Action,2025,93.3,35490,2051,2.99,0
200465,IndieGame_0465,Low Poly,Puzzle,2020,83.1,193940,4021,12.99,0
200466,IndieGame_0466,Pixel Art,Adventure,2019,82.8,21969,787,14.99,0
200467,IndieGame_0467,Hand-Drawn,RPG,2024,85.7,278705,13043,14.99,0
200468,IndieGame_0468,Hand-Drawn,Platformer,2018,85.9,86665,3279,4.99,0
200469,IndieGame_0469,Pixel Art,Roguelike,2025,58.7,56757,3203,14.99,0
200470,IndieGame_0470,Pixel Art,Puzzle,2015,75.2,82996,2398,4.99,0
200471,IndieGame_0471,Cartoon,Puzzle,2025,84.5,68579,2275,9.99,0
200472,IndieGame_0472,Pixel Art,RPG,2016,77.5,367598,5303,0.0,1
200473,IndieGame_0473,Low Poly,Platformer,2024,60.9,15933,644,0.0,1
200474,IndieGame_0474,Pixel Art,Simulation,2021,77.5,34043,831,9.99,0
200475,IndieGame_0475,Psychedelic,Roguelike,2025,90.0,138717,2499,7.99,0
200476,IndieGame_0476,Pixel Art,Puzzle,2016,90.5,41596,1548,4.99,0
200477,IndieGame_0477,Hand-Drawn,Puzzle,2021,81.4,212152,7768,2.99,0
200478,IndieGame_0478,Cartoon,Simulation,2025,85.5,599461,8268,9.99,0
200479,IndieGame_0479,Cartoon,Roguelike,2021,72.3,48161,2162,0.0,1
200480,IndieGame_0480,Pixel Art,Adventure,2022,61.0,192536,7930,12.99,0
200481,IndieGame_0481,Cartoon,Adventure,2022,66.8,19536,379,0.0,1
200482,IndieGame_0482,Hand-Drawn,Horror,2020,97.6,178100,5961,2.99,0
200483,IndieGame_0483,Hand-Drawn,Horror,2022,79.3,91466,4208,7.99,0
200484,IndieGame_0484,Pixel Art,Action,2021,75.6,149949,5468,7.99,0
200485,IndieGame_0485,Pixel Art,RPG,2024,75.0,39172,1166,4.99,0
200486,IndieGame_0486,Realistic,Platformer,2016,89.0,6131,160,4.99,0
200487,IndieGame_0487,Hand-Drawn,Puzzle,2019,98.3,131705,5336,19.99,0
200488,IndieGame_0488,Hand-Drawn,Roguelike,2025,100.0,6053,344,9.99,0
200489,IndieGame_0489,Realistic,Puzzle,2024,68.4,30748,1340,0.0,1
200490,IndieGame_0490,Realistic,Horror,2020,73.0,139223,1912,7.99,0
200491,IndieGame_0491,Pixel Art,Action,2022,62.8,107010,3534,14.99,0
200492,IndieGame_0492,Low Poly,Roguelike,2019,89.8,600915,32774,4.99,0
200493,IndieGame_0493,Pixel Art,Roguelike,2018,66.3,290842,4282,0.99,0
200494,IndieGame_0494,Realistic,Puzzle,2020,72.2,20531,1220,12.99,0
200495,IndieGame_0495,Minimalist,RPG,2019,69.0,67165,3858,9.99,0
200496,IndieGame_0496,Voxel,Action,2021,65.1,35900,499,9.99,0
200497,IndieGame_0497,Pixel Art,RPG,2016,69.6,12730,721,0.0,1
200498,IndieGame_0498,Pixel Art,Action,2025,71.9,27499,774,2.99,0
200499,IndieGame_0499,Pixel Art,Puzzle,2025,72.6,43368,2265,9.99,0
200500,IndieGame_0500,Pixel Art,Action,2022,72.5,7383,228,2.99,0
200501,IndieGame_0501,Pixel Art,Adventure,2021,86.3,89985,2883,7.99,0
200502,IndieGame_0502,Psychedelic,Roguelike,2019,62.0,29665,1237,9.99,0
200503,IndieGame_0503,Pixel Art,Platformer,2023,80.2,11417,556,4.99,0
200504,IndieGame_0504,Pixel Art,Puzzle,2022,90.2,138062,1613,14.99,0
200505,IndieGame_0505,Realistic,Simulation,2017,64.9,106240,4213,12.99,0
200506,IndieGame_0506,Hand-Drawn,Platformer,2024,74.8,94547,1828,9.99,0
200507,IndieGame_0507,Realistic,Puzzle,2023,67.7,30501,832,0.0,1
200508,IndieGame_0508,Pixel Art,Platformer,2024,89.8,172842,4735,0.99,0
200509,IndieGame_0509,Hand-Drawn,Adventure,2023,83.9,162866,5448,7.99,0
200510,IndieGame_0510,Pixel Art,Platformer,2022,72.7,122920,3282,2.99,0
200511,IndieGame_0511,Pixel Art,Action,2020,82.8,31598,485,19.99,0
200512,IndieGame_0512,Psychedelic,Horror,2024,62.0,55745,963,2.99,0
200513,IndieGame_0513,Pixel Art,Platformer,2024,84.8,356818,4164,7.99,0
200514,IndieGame_0514,Low Poly,Puzzle,2016,79.1,28346,949,4.99,0
200515,IndieGame_0515,Hand-Drawn,Simulation,2015,78.9,892648,51525,9.99,0
200516,IndieGame_0516,Hand-Drawn,Simulation,2020,73.6,38317,604,0.99,0
200517,IndieGame_0517,Cartoon,Horror,2023,67.1,81093,4647,7.99,0
200518,IndieGame_0518,Pixel Art,RPG,2025,83.3,37927,1769,4.99,0
200519,IndieGame_0519,Minimalist,Horror,2017,92.3,84971,3558,14.99,0
200520,IndieGame_0520,Voxel,Roguelike,2021,64.6,4696,198,0.0,1
200521,IndieGame_0521,Low Poly,Platformer,2020,79.6,30120,1546,14.99,0
200522,IndieGame_0522,Psychedelic,Simulation,2025,52.1,10786,165,12.99,0
200523,IndieGame_0523,Pixel Art,Horror,2024,72.2,99988,3523,4.99,0
200524,IndieGame_0524,Hand-Drawn,Platformer,2023,81.7,237460,10651,12.99,0
200525,IndieGame_0525,Pixel Art,Roguelike,2020,68.9,184538,7259,0.0,1
200526,IndieGame_0526,Realistic,Simulation,2020,60.6,2613,134,19.99,0
200527,IndieGame_0527,Voxel,Roguelike,2019,64.3,440570,5997,7.99,0
200528,IndieGame_0528,Pixel Art,Platformer,2016,80.9,121144,5395,4.99,0
200529,IndieGame_0529,Minimalist,Puzzle,2024,78.1,25599,939,4.99,0
200530,IndieGame_0530,Pixel Art,Platformer,2023,55.6,102637,2972,0.0,1
200531,IndieGame_0531,Low Poly,Horror,2025,53.8,71655,1935,19.99,0
200532,IndieGame_0532,Hand-Drawn,Roguelike,2025,75.9,32344,1327,0.0,1
200533,IndieGame_0533,Voxel,Puzzle,2021,75.6,48186,2628,9.99,0
200534,IndieGame_0534,Low Poly,Puzzle,2023,47.5,27979,973,7.99,0
200535,IndieGame_0535,Hand-Drawn,RPG,2024,77.0,44319,2270,14.99,0
200536,IndieGame_0536,Pixel Art,Simulation,2024,72.7,37304,1123,4.99,0
200537,IndieGame_0537,Pixel Art,Action,2018,91.9,15232,230,9.99,0
200538,IndieGame_0538,Pixel Art,Puzzle,2020,74.1,101256,1323,7.99,0
200539,IndieGame_0539,Pixel Art,Roguelike,2017,81.8,171573,2156,9.99,0
200540,IndieGame_0540,Cartoon,Simulation,2025,77.4,144686,4196,0.0,1
200541,IndieGame_0541,Low Poly,Adventure,2022,53.7,155143,4167,2.99,0
200542,IndieGame_0542,Low Poly,Platformer,2018,82.7,85597,3928,2.99,0
200543,IndieGame_0543,Pixel Art,Horror,2022,80.2,44852,2114,12.99,0
200544,IndieGame_0544,Cartoon,Roguelike,2022,81.1,213642,2679,2.99,0
200545,IndieGame_0545,Realistic,Adventure,2019,100.0,8825,185,9.99,0
200546,IndieGame_0546,Pixel Art,Roguelike,2017,57.2,28842,683,2.99,0
200547,IndieGame_0547,Minimalist,Platformer,2022,97.2,20437,763,14.99,0
200548,IndieGame_0548,Low Poly,RPG,2021,72.1,211983,3651,14.99,0
200549,IndieGame_0549,Pixel Art,Roguelike,2023,80.9,263485,4399,7.99,0
200550,IndieGame_0550,Hand-Drawn,Puzzle,2021,81.5,129209,7389,4.99,0
200551,IndieGame_0551,Hand-Drawn,Action,2024,77.8,260598,13084,4.99,0
200552,IndieGame_0552,Pixel Art,Puzzle,2021,72.3,29592,563,0.0,1
200553,IndieGame_0553,Psychedelic,Platformer,2021,76.3,60775,1843,4.99,0
200554,IndieGame_0554,Cartoon,Roguelike,2024,60.8,67121,1864,9.99,0
200555,IndieGame_0555,Minimalist,Action,2020,87.5,179584,8898,9.99,0
200556,IndieGame_0556,Hand-Drawn,Puzzle,2017,77.8,62702,2226,14.99,0
200557,IndieGame_0557,Hand-Drawn,Action,2015,70.7,45364,743,7.99,0
200558,IndieGame_0558,Minimalist,Horror,2023,75.5,124396,5840,9.99,0
200559,IndieGame_0559,Low Poly,Platformer,2022,87.6,165976,4953,7.99,0
200560,IndieGame_0560,Pixel Art,RPG,2022,72.6,38116,882,7.99,0
200561,IndieGame_0561,Low Poly,RPG,2018,78.6,53901,1550,4.99,0
200562,IndieGame_0562,Cartoon,Roguelike,2017,68.7,21902,764,7.99,0
200563,IndieGame_0563,Hand-Drawn,Puzzle,2015,89.6,3593,97,7.99,0
200564,IndieGame_0564,Pixel Art,Adventure,2019,84.9,108115,2388,9.99,0
200565,IndieGame_0565,Realistic,Platformer,2021,88.5,93442,2796,14.99,0
200566,IndieGame_0566,Pixel Art,Puzzle,2020,76.2,116411,1275,4.99,0
200567,IndieGame_0567,Pixel Art,Puzzle,2020,84.7,8192,398,0.0,1
200568,IndieGame_0568,Pixel Art,RPG,2024,79.0,55792,1034,7.99,0
200569,IndieGame_0569,Hand-Drawn,Roguelike,2019,95.0,5026,61,9.99,0
200570,IndieGame_0570,Realistic,Action,2021,62.8,232828,9938,2.99,0
200571,IndieGame_0571,Low Poly,Platformer,2023,82.5,15755,767,12.99,0
200572,IndieGame_0572,Pixel Art,Horror,2020,76.1,383421,19436,19.99,0
200573,IndieGame_0573,Cartoon,Action,2022,75.4,242682,8415,14.99,0
200574,IndieGame_0574,Cartoon,Simulation,2024,76.9,26469,536,2.99,0
200575,IndieGame_0575,Cartoon,Simulation,2024,78.5,20032,938,14.99,0
200576,IndieGame_0576,Pixel Art,Platformer,2017,76.8,129424,5822,9.99,0
200577,IndieGame_0577,Hand-Drawn,Roguelike,2024,84.1,26140,583,7.99,0
200578,IndieGame_0578,Voxel,Adventure,2021,86.8,42972,2370,9.99,0
200579,IndieGame_0579,Realistic,Simulation,2018,79.9,25210,383,12.99,0
200580,IndieGame_0580,Pixel Art,RPG,2020,86.7,10026,592,7.99,0
200581,IndieGame_0581,Pixel Art,Adventure,2025,73.4,5847,309,4.99,0
200582,IndieGame_0582,Hand-Drawn,Puzzle,2021,73.1,94508,4195,7.99,0
200583,IndieGame_0583,Psychedelic,Simulation,2019,82.6,20389,1160,9.99,0
200584,IndieGame_0584,Low Poly,RPG,2022,83.8,29866,1377,2.99,0
200585,IndieGame_0585,Hand-Drawn,Puzzle,2018,96.7,165952,3239,14.99,0
200586,IndieGame_0586,Pixel Art,Adventure,2016,72.0,347506,11157,9.99,0
200587,IndieGame_0587,Minimalist,Platformer,2017,77.7,46867,636,9.99,0
200588,IndieGame_0588,Cartoon,Puzzle,2017,59.6,51831,1528,0.99,0
200589,IndieGame_0589,Hand-Drawn,Action,2017,78.1,131215,6177,9.99,0
200590,IndieGame_0590,Realistic,Platformer,2017,80.0,8831,258,0.99,0
200591,IndieGame_0591,Voxel,Platformer,2022,66.3,49668,1316,0.0,1
200592,IndieGame_0592,Pixel Art,Adventure,2018,84.4,164829,6554,7.99,0
200593,IndieGame_0593,Low Poly,Adventure,2019,73.1,131199,7033,7.99,0
200594,IndieGame_0594,Pixel Art,RPG,2024,81.2,8319,102,9.99,0
200595,IndieGame_0595,Realistic,RPG,2020,58.5,18048,528,0.99,0
200596,IndieGame_0596,Low Poly,Action,2022,75.9,20217,362,7.99,0
200597,IndieGame_0597,Minimalist,Platformer,2017,50.1,73277,3280,2.99,0
200598,IndieGame_0598,Realistic,Horror,2018,68.1,80122,1224,19.99,0
200599,IndieGame_0599,Hand-Drawn,Roguelike,2016,65.7,433858,18760,9.99,0
200600,IndieGame_0600,Psychedelic,Action,2017,85.1,22085,536,9.99,0
200601,IndieGame_0601,Low Poly,Action,2019,82.8,31923,636,4.99,0
200602,IndieGame_0602,Pixel Art,Roguelike,2017,82.7,337733,19189,0.99,0
200603,IndieGame_0603,Minimalist,Roguelike,2016,95.2,92784,1013,19.99,0
200604,IndieGame_0604,Realistic,Roguelike,2017,60.5,205993,6568,4.99,0
200605,IndieGame_0605,Pixel Art,Adventure,2020,95.5,120196,1331,7.99,0
200606,IndieGame_0606,Cartoon,Action,2018,85.3,19456,664,9.99,0
200607,IndieGame_0607,Psychedelic,Action,2019,70.6,8077,283,0.0,1
200608,IndieGame_0608,Pixel Art,Puzzle,2021,89.4,13208,344,12.99,0
200609,IndieGame_0609,Voxel,Roguelike,2022,59.9,84103,1396,9.99,0
200610,IndieGame_0610,Pixel Art,Roguelike,2015,69.8,353883,10198,4.99,0
200611,IndieGame_0611,Pixel Art,RPG,2023,71.9,782024,34106,0.0,1
200612,IndieGame_0612,Pixel Art,RPG,2022,72.7,233779,11483,2.99,0
200613,IndieGame_0613,Cartoon,Platformer,2016,65.4,314855,11504,14.99,0
200614,IndieGame_0614,Minimalist,RPG,2024,92.2,32406,1279,9.99,0
200615,IndieGame_0615,Pixel Art,Simulation,2024,75.4,21220,425,4.99,0
200616,IndieGame_0616,Hand-Drawn,Platformer,2016,85.5,199689,4865,0.0,1
200617,IndieGame_0617,Low Poly,Horror,2019,69.3,95742,1732,9.99,0
200618,IndieGame_0618,Pixel Art,Roguelike,2023,59.8,96697,2172,9.99,0
200619,IndieGame_0619,Cartoon,Puzzle,2023,78.7,124157,2637,7.99,0
200620,IndieGame_0620,Cartoon,RPG,2018,56.9,114953,4135,4.99,0
200621,IndieGame_0621,Low Poly,Puzzle,2018,74.3,270703,10323,2.99,0
200622,IndieGame_0622,Voxel,RPG,2020,57.3,179750,10290,9.99,0
200623,IndieGame_0623,Hand-Drawn,RPG,2021,100.0,138342,2736,19.99,0
200624,IndieGame_0624,Voxel,Puzzle,2022,80.1,104851,4412,2.99,0
200625,IndieGame_0625,Minimalist,Action,2019,81.1,120453,6126,9.99,0
200626,IndieGame_0626,Minimalist,Action,2020,92.6,37374,1420,7.99,0
200627,IndieGame_0627,Pixel Art,Action,2023,69.5,210719,4793,7.99,0
200628,IndieGame_0628,Cartoon,Simulation,2015,81.4,14633,338,4.99,0
200629,IndieGame_0629,Hand-Drawn,Action,2018,84.0,255018,3050,12.99,0
200630,IndieGame_0630,Pixel Art,RPG,2022,80.6,20271,512,7.99,0
200631,IndieGame_0631,Pixel Art,Roguelike,2024,90.7,119775,5656,9.99,0
200632,IndieGame_0632,Low Poly,Adventure,2021,82.3,21036,260,4.99,0
200633,IndieGame_0633,Low Poly,Puzzle,2021,77.9,112675,2362,2.99,0
200634,IndieGame_0634,Minimalist,Roguelike,2017,63.5,62406,2827,0.99,0
200635,IndieGame_0635,Cartoon,Adventure,2020,66.4,11507,565,9.99,0
200636,IndieGame_0636,Pixel Art,Roguelike,2021,76.8,140821,4614,2.99,0
200637,IndieGame_0637,Realistic,Simulation,2018,70.9,22491,1009,9.99,0
200638,IndieGame_0638,Pixel Art,Adventure,2018,66.7,244698,7193,7.99,0
200639,IndieGame_0639,Cartoon,Horror,2020,100.0,78124,1405,7.99,0
200640,IndieGame_0640,Cartoon,Platformer,2015,91.2,125363,3749,7.99,0
200641,IndieGame_0641,Low Poly,Action,2019,81.0,18381,716,4.99,0
200642,IndieGame_0642,Minimalist,Horror,2018,80.7,32046,1839,0.99,0
200643,IndieGame_0643,Pixel Art,Simulation,2019,75.9,49022,658,4.99,0
200644,IndieGame_0644,Hand-Drawn,Roguelike,2017,72.5,201282,7119,9.99,0
200645,IndieGame_0645,Cartoon,RPG,2024,76.8,583801,15439,9.99,0
200646,IndieGame_0646,Hand-Drawn,Action,2021,84.6,27397,970,4.99,0
200647,IndieGame_0647,Hand-Drawn,Horror,2022,69.6,262141,2935,7.99,0
200648,IndieGame_0648,Hand-Drawn,Action,2023,85.3,5328,136,2.99,0
200649,IndieGame_0649,Cartoon,Adventure,2021,74.4,18609,948,2.99,0
200650,IndieGame_0650,Hand-Drawn,Platformer,2016,62.9,22785,858,0.0,1
200651,IndieGame_0651,Pixel Art,Action,2021,69.4,16770,545,14.99,0
200652,IndieGame_0652,Minimalist,Roguelike,2021,75.9,9718,235,2.99,0
200653,IndieGame_0653,Cartoon,Roguelike,2023,94.9,128035,3188,2.99,0
200654,IndieGame_0654,Pixel Art,Puzzle,2020,83.6,65744,1916,4.99,0
200655,IndieGame_0655,Pixel Art,Puzzle,2017,64.6,134013,6938,0.99,0
200656,IndieGame_0656,Pixel Art,Action,2019,82.9,194652,11360,9.99,0
200657,IndieGame_0657,Hand-Drawn,Adventure,2019,66.5,99028,3162,0.0,1
